,Date,Mean Temp (C),Max Temp (C),Min Temp (C),R. Humidity (%),Wind Speed (m/s),S. Pressure (kPa),Net Radiation (MJ/m^2/day),ET0 (mm/day)
3151,18-08-1993,25.62,29.52,22.67,88.88,3.53,95.99,4.01,1.73
3152,19-08-1993,25.19,27.93,23.06,91.94,3.15,95.89,6.82,2.14
3153,20-08-1993,25.25,28.06,23.28,88.62,2.13,95.92,6.7,2.25
3154,21-08-1993,25.69,30.25,22.19,85.19,3.07,95.83,13.18,4.16
3155,22-08-1993,25.82,30.7,22.37,83.56,3.51,95.82,16.89,5.2
3156,23-08-1993,25.75,30.68,22.19,82.81,3.23,95.96,13.79,4.49
3157,24-08-1993,25.05,29.49,21.78,83.31,2.91,96.03,12.65,4.08
3158,25-08-1993,25.31,29.92,21.94,82.12,2.6,96.08,16.13,5.03
3159,26-08-1993,25.49,30.19,21.44,81.94,2.1,96.15,14.58,4.62
3160,27-08-1993,25.79,30.33,21.57,80.62,2.08,96.07,15.27,4.88
3161,28-08-1993,26.12,30.75,21.99,82.31,1.98,96.06,5.92,2.35
3162,29-08-1993,26.44,30.9,22.64,82.19,2.02,95.99,12.9,4.24
3163,30-08-1993,26.4,30.42,22.87,83.75,1.89,96.03,15.15,4.76
3164,31-08-1993,26.58,30.94,22.53,83.19,2.3,96.01,9.27,3.27
3165,01-09-1993,25.44,29.04,23.12,86.75,3.29,95.94,11.41,3.61
3166,02-09-1993,25.03,28.67,22.26,87.44,3.68,95.95,10.29,3.27
3167,03-09-1993,25.1,29.16,22.25,84.25,2.98,95.99,12.43,3.98
3168,04-09-1993,25.41,30.08,21.91,84.56,3.32,95.88,11.93,3.89
3169,05-09-1993,25.59,29.95,22.05,83.81,3.18,95.89,9.72,3.4
3170,06-09-1993,25.3,30.03,21.96,82.06,3.38,96.11,17.31,5.34
3171,07-09-1993,25.25,29.75,21.69,83.12,2.86,96.08,15.34,4.77
3172,08-09-1993,25.41,30.34,21.55,81.94,3.59,95.98,15.14,4.85
3173,09-09-1993,24.87,28.98,21.83,83.62,4.14,95.93,8.8,3.24
3174,10-09-1993,24.62,29.05,21.84,84.62,4.23,95.99,8.85,3.18
3175,11-09-1993,23.83,26.9,21.55,86.88,2.96,96.12,11.44,3.46
3176,12-09-1993,25.18,30.02,21.05,82.25,2.59,96.06,13.12,4.25
3177,13-09-1993,25.48,30.65,21.3,83.81,1.71,96.08,11.93,3.83
3178,14-09-1993,24.83,27.6,22.44,86.88,1.95,96.16,10.66,3.31
3179,15-09-1993,25.81,30.27,21.7,82.31,1.67,96.23,14.43,4.56
3180,16-09-1993,25.58,30.87,21.6,80.88,2.42,96.12,9.71,3.49
3181,17-09-1993,25.05,30.45,20.4,79.69,2.7,96.12,7.68,3.05
3182,18-09-1993,24.98,30.06,20.98,79.12,3.18,96.11,14.68,4.86
3183,19-09-1993,25.36,30.4,21.49,77.06,3.78,96.05,6.83,3.29
3184,20-09-1993,24.74,28.65,21.55,81.19,2.83,96.01,12.46,4.11
3185,21-09-1993,26.07,31.08,21.69,82.38,1.72,95.97,11.87,3.9
3186,22-09-1993,26.36,30.23,22.99,82.12,1.46,95.92,14.51,4.62
3187,23-09-1993,25.83,29.17,23.09,86.88,1.85,95.91,12.94,3.99
3188,24-09-1993,25.34,28.42,23.29,90.25,1.41,95.85,10.1,3.07
3189,25-09-1993,25.41,29.84,21.92,88.12,1.86,95.76,12.16,3.71
3190,26-09-1993,25.46,29.46,22.15,86.94,1.42,95.81,2.26,1.04
3191,27-09-1993,25.21,28.59,22.37,86.88,1.42,95.89,9.09,2.9
3192,28-09-1993,25.49,29.93,21.32,80.5,1.35,95.98,3.81,1.65
3193,29-09-1993,24.91,28.86,21.73,85.0,1.95,96.18,8.58,2.87
3194,30-09-1993,26.05,31.93,20.42,78.5,1.47,96.35,14.44,4.71
3195,01-10-1993,26.9,32.33,21.23,74.31,1.27,96.3,15.55,5.17
3196,02-10-1993,26.78,32.75,21.81,75.38,1.46,96.24,12.75,4.42
3197,03-10-1993,26.35,32.26,20.4,66.56,1.23,96.3,13.51,4.78
3198,04-10-1993,25.88,32.27,19.27,62.0,0.88,96.48,12.25,4.33
3199,05-10-1993,24.84,32.05,19.08,68.69,1.85,96.43,10.16,4.0
3200,06-10-1993,25.56,32.4,20.23,64.25,1.27,96.42,12.39,4.54
3201,07-10-1993,24.83,31.87,19.29,65.38,1.35,96.41,12.28,4.46
3202,08-10-1993,24.62,31.81,18.66,68.25,1.89,96.49,12.24,4.56
3203,09-10-1993,24.8,31.18,19.37,68.94,1.54,96.54,13.05,4.6
3204,10-10-1993,25.02,32.26,19.31,69.19,1.71,96.36,13.31,4.78
3205,11-10-1993,23.99,30.9,18.51,69.12,2.23,96.28,11.69,4.44
3206,12-10-1993,25.3,30.85,20.9,80.38,1.91,96.35,9.58,3.36
3207,13-10-1993,24.8,28.93,22.05,86.56,1.56,96.44,12.08,3.71
3208,14-10-1993,24.78,29.78,20.98,83.25,2.08,96.48,13.03,4.11
3209,15-10-1993,25.22,30.63,21.05,79.06,1.45,96.53,11.0,3.69
3210,16-10-1993,24.37,30.77,20.07,75.12,1.95,96.69,14.18,4.75
3211,17-10-1993,23.51,30.51,18.19,71.81,2.02,96.74,13.71,4.72
3212,18-10-1993,22.98,27.3,19.31,83.5,1.31,96.75,2.71,1.19
3213,19-10-1993,24.13,28.15,20.42,80.88,0.84,96.67,12.51,3.87
3214,20-10-1993,24.78,30.7,21.06,68.56,0.7,96.68,11.02,3.71
3215,21-10-1993,23.55,29.94,19.16,75.31,1.51,96.75,8.36,3.05
3216,22-10-1993,23.36,30.84,17.29,69.5,1.5,96.8,8.94,3.4
3217,23-10-1993,23.94,30.44,18.52,72.69,1.47,96.75,10.56,3.72
3218,24-10-1993,24.08,29.15,19.63,77.94,1.16,96.69,12.11,3.88
3219,25-10-1993,23.19,28.33,19.49,77.06,1.22,96.8,6.18,2.29
3220,26-10-1993,22.94,27.15,18.99,79.38,0.92,96.82,9.53,3.02
3221,27-10-1993,23.73,29.11,19.31,76.25,1.02,96.81,11.82,3.8
3222,28-10-1993,24.03,31.38,18.48,68.75,1.84,96.84,9.79,3.85
3223,29-10-1993,23.15,31.46,16.9,63.06,2.27,96.96,11.3,4.65
3224,30-10-1993,23.05,31.64,16.06,58.5,1.69,96.97,6.03,3.18
3225,31-10-1993,22.23,31.4,15.69,63.5,1.8,96.94,7.43,3.39
3226,01-11-1993,20.57,30.37,12.9,58.81,2.1,96.94,10.09,4.28
3227,02-11-1993,20.61,30.3,13.13,63.0,2.05,96.9,10.78,4.23
3228,03-11-1993,21.33,30.19,14.15,65.69,2.09,96.84,10.03,3.96
3229,04-11-1993,22.05,31.3,14.78,67.75,1.87,96.7,9.27,3.68
3230,05-11-1993,22.76,31.92,15.76,66.31,1.42,96.55,9.79,3.71
3231,06-11-1993,23.36,32.7,16.71,66.06,1.49,96.6,9.87,3.83
3232,07-11-1993,23.79,32.56,17.8,66.19,1.38,96.72,9.33,3.65
3233,08-11-1993,23.73,32.31,17.13,64.56,1.59,96.74,7.13,3.22
3234,09-11-1993,23.72,31.87,17.01,61.88,1.84,96.7,8.01,3.67
3235,10-11-1993,22.73,30.91,16.2,62.75,2.61,96.76,9.8,4.4
3236,11-11-1993,21.35,29.7,16.08,59.75,2.54,96.99,9.16,4.3
3237,12-11-1993,20.83,30.3,13.96,55.12,2.08,96.94,8.57,4.11
3238,13-11-1993,20.5,30.87,12.65,51.19,1.66,96.76,7.8,3.8
3239,14-11-1993,19.74,29.27,13.41,52.31,1.54,96.75,7.05,3.4
3240,15-11-1993,20.37,30.8,11.78,49.62,1.55,96.76,5.48,3.17
3241,16-11-1993,23.12,31.92,15.49,47.06,0.86,96.69,4.62,2.41
3242,17-11-1993,24.38,32.08,17.28,64.25,1.33,96.59,4.97,2.47
3243,18-11-1993,24.8,31.4,18.76,68.62,1.19,96.62,8.39,3.19
3244,19-11-1993,24.97,32.07,18.09,62.0,0.98,96.66,7.96,3.14
3245,20-11-1993,23.97,30.76,18.18,63.31,1.24,96.72,7.51,3.1
3246,21-11-1993,22.98,30.29,17.09,65.56,1.82,96.82,8.17,3.47
3247,22-11-1993,22.37,30.65,16.45,56.88,2.12,96.85,7.25,3.81
3248,23-11-1993,21.2,30.99,14.08,51.31,1.56,96.94,4.36,2.89
3249,24-11-1993,19.19,29.85,11.62,40.5,2.16,97.06,5.96,4.19
3250,25-11-1993,19.12,29.81,10.15,36.25,1.71,96.99,6.27,3.92
3251,26-11-1993,19.07,30.03,11.01,38.12,1.7,96.94,7.03,4.08
3252,27-11-1993,18.76,30.42,10.1,40.0,1.88,96.96,6.3,4.04
3253,28-11-1993,18.48,29.9,9.64,39.31,2.2,96.98,5.5,4.14
3254,29-11-1993,18.85,28.48,11.76,40.69,2.27,97.04,5.07,3.94
3255,30-11-1993,20.23,31.07,11.8,41.44,1.59,96.93,6.06,3.68
3256,01-12-1993,20.99,31.82,13.47,39.88,1.61,96.85,6.53,3.97
3257,02-12-1993,20.4,31.47,11.42,39.19,1.38,96.72,5.28,3.35
3258,03-12-1993,20.6,31.58,12.62,38.06,1.24,96.72,5.74,3.37
3259,04-12-1993,19.69,30.54,10.91,40.19,2.09,96.77,6.89,4.37
3260,05-12-1993,18.65,29.26,10.85,40.56,2.72,96.93,6.24,4.66
3261,06-12-1993,20.18,30.55,13.29,42.19,2.09,96.96,4.57,3.82
3262,07-12-1993,20.57,30.07,12.69,55.88,1.73,96.94,4.94,2.91
3263,08-12-1993,20.92,31.51,13.28,44.06,2.0,96.87,6.22,4.09
3264,09-12-1993,19.35,30.46,10.69,40.12,1.7,96.86,6.13,3.81
3265,10-12-1993,19.29,30.02,10.05,40.12,1.39,96.84,5.4,3.24
3266,11-12-1993,19.72,30.31,10.89,37.31,1.16,96.75,4.42,2.85
3267,12-12-1993,19.05,29.47,10.05,35.81,1.38,96.75,6.37,3.56
3268,13-12-1993,19.4,29.4,10.68,35.44,1.29,96.86,6.49,3.5
3269,14-12-1993,20.04,29.46,10.7,35.38,0.88,96.93,5.21,2.68
3270,15-12-1993,19.76,29.29,11.56,35.06,0.99,96.92,6.42,3.15
